horizon,MAE,RMSE,R2,SMAPE,MAPE,official_align_score,score,Score,num_valid_points
3,58.385682011993836,71.01322320193205,-0.9964995070386489,0.06546799779070203,0.06510956942208838,7822.069010416667,7822.069010416667,7822.069010416667,71.0
6,69.34893286644996,87.91003438952731,-1.7938743510416044,0.07870324906991794,0.07605455094436066,9291.958984375,9291.958984375,9291.958984375,143.0
10,67.09155401126111,85.92323369276502,-1.2708343749716158,0.07473059919045154,0.07169714529702587,8988.935546875,8988.935546875,8988.935546875,239.0
